Container 1
25;0;40;25;20;40
25;20;40;25;20;40
25;20;0;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
25;20;0;25;20;40
25;20;40;25;20;40
25;0;40;25;20;40
25;20;40;25;20;40
0;20;40;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
25;20;0;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
0;20;40;25;20;40
0;20;40;25;20;40
0;0;0;25;20;40
25;20;0;25;20;40
25;20;0;25;20;40
0;0;40;25;20;40
25;20;40;25;20;40
25;20;40;25;20;40
25;20;0;25;20;40

Container 3
20;40;0;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
0;40;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
0;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
0;0;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
0;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
0;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
0;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
0;0;0;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
0;40;25;20;40;25
20;40;0;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
0;0;25;20;40;25
20;40;0;20;40;25
0;0;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;0;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;0;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
0;40;25;20;40;25
0;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;0;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;0;25;20;40;25
20;0;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
20;40;25;20;40;25
0;0;25;20;40;25

